Product Id,Product Brand,Product Category,Product Name,Product Price,Product Rating,Product Reviews Count,Retailer,Product Tags,Main Category,Price Segment
bf40f148fa9ab906ac330f0b5e658d6d,MyGlamm,Makeup > Face > Concealer,MyGlamm Twin Faced Concealer - Toffee Dusky,795.0,4.8,1.0,nykaa.com,"MyGlamm Twin Faced Concealer - Toffee Dusky, Makeup, Face, Concealer",Makeup,Mid-range
9a3b2ad0ace72c6923865801bcaac3eb,L'Occitane,Personal Care > Hands & Feet > Hand Creams,L'Occitane Pivoine Flora Hand Cream,750.0,3.8,6.0,nykaa.com,"L'Occitane Pivoine Flora Hand Cream , Nykaa Luxe, Hands & Feet, Hand Cream",Personal Care,Mid-range
7c652df00c632ba7e49472640768ce2c,Red Hunt,Men's Store > Shop By Concern > Anti Acne,Red Hunt Fairness Face Wash For Men,80.0,5.0,2.0,nykaa.com,"Red Hunt Fairness Face Wash For Men, Natural, Skin Care, Face Wash",Men's Store,Budget
5be896155cd4045dbaac2c008f007d57,Himalaya,Mom & Baby > Baby Care > Wipes & Buds,Himalaya Gentle Baby Wipes 12's,44.0,4.5,80.0,nykaa.com,"Himalaya Baby Care Gentle Baby Wipes, Mom & Baby , Baby Care , Miscellaneous",Mom & Baby,Budget
8c947cc01872351e5dc10b2c10011566,Beeone,Skin > Shop By Concern > Skin Brightening,Beeone Diamond Facial Kit 312gm,835.0,2.7,0.0,nykaa.com,"Beeone Diamond Facial Kit 312gm, Skin, Kits & Combos, Facial Kits",Skin,Mid-range
562360a77dac7186e553a5d151950e6b,Garnier,Personal Care > Bath & Shower > Conditioner,Garnier Ultra Blends Soy Milk & Almonds Conditioner,80.0,4.3,197.0,nykaa.com,"Garnier Ultra Blends Soy Milk & Almonds Conditioner, Hair, Hair Care, Conditioner",Personal Care,Budget
7d28fe12edafeaacbf663861d012d5d0,Burberry,Fragrance > Women > Perfumes (EDT & EDP),Burberry My Burberry Eau De Toilette,3680.0,5.0,1.0,nykaa.com,"Burberry My Burberry Eau De Toilette, Nykaa Luxe, Fragrance, Women",Fragrance,Premium
2e364e9a674c447aea135b4c6c50bb21,Biotique Natural Makeup,Makeup > Face > Blush,Biotique Natural Makeup Starstruck Matte Blush - Coral Cache,450.0,4.2,82.0,nykaa.com,"Biotique Natural Makeup Starstruck Matte Blush - Coral Cache, Makeup, Face, Blush",Makeup,Budget
a33f156a70a0f02abd87453222cabc44,O3+,Skin > Shop By Concern > Pore Care,O3+ Purifying Sulfur Cooling Facial Mask,4000.0,4.0,11.0,nykaa.com,"O3+ Purifying Sulfur Cooling Facial Mask - 350gm, Skin, Face, Masks & Peels",Skin,Premium
7ac4cd7a405d96941a706817accfdab5,Jiva Ayurveda,Natural > Hair > Conditioner,Jiva Ayurveda Jiva Hair Conditioner,95.0,5.0,0.0,nykaa.com,Jiva Ayurveda Jiva Hair Conditioner,Natural,Budget
e9eb77b98a74b6534cd0467fb5a2e23e,Nivea,Skin > Moisturizers > Face Moisturizer & Day Cream,NIVEA Soft - Light Moisturising Cream,185.0,4.5,2679.0,nykaa.com,Nivea Soft Cream,Skin,Budget
807752186eed0463ee9eedd9b9cd652c,Provoc,Makeup > Makeup Kits > Face Palettes,Provoc Contour Correct Conceal Palette - Profile 1,1850.0,3.9,13.0,nykaa.com,"Provoc Contour Correct Conceal Palette - Profile 1 , Makeup , Face , Concealer",Makeup,Premium
d0182db073cb11a024b755e782c0b98a,Allin Exporters,Natural > Types of Skin > Oily Skin,Allin Exporters Rosehip Carrier Oil,346.0,4.0,1.0,nykaa.com,"Allin Exporters Rosehip Carrier Oil, Herbal, Aromatherapy, Massage Oils",Natural,Budget
fbe59721a5e29ad76fc386eb1e4270ef,Biotique,Brand > Biotique,Biotique Bio Papaya Revitalizing Tan removal Scrub,49.0,4.4,8513.0,nykaa.com,"Biotique Bio Papaya Revitalizing Tan removal Scrub, Herbal, Skin Care, Scrub & Exfoliators",Brand,Budget
70829202122cf08e51668371702ccb00,Stars Cosmetics,Makeup > Makeup Kits > Customize Your Palette,Stars Cosmetics Foundation Palette Refills - FS27,150.0,4.1,27.0,nykaa.com,"Stars Cosmetics Foundation Palette Refills - FS27, Makeup, Face, Foundation",Makeup,Budget
